text,lang
Her zorluğun ortasında bir fırsat vardır.,tr
her zorluğun ortasında bir fırsat vardır.,tr
HER ZORLUĞUN ORTASINDA BIR FIRSAT VARDIR.,tr
Her zorluğun ortasında bir fırsat vardır.,tr
Her zorluğun ortasında bir fırsat vardır.,tr
Her zorluğun ortasında bir fırsat vardır...,tr
Her zorluğun ortasında bir fırsat vardır..,tr
Her zorluğun ortasında bir fırsat vardır.!,tr
Her zorluğun ortasın,tr
da bir fırsat vardır.,tr
  Her zorluğun ortasında bir fırsat vardır.  ,tr
Her  zorluğun  ortasında  bir  fırsat  vardır.,tr
User: Her zorluğun ortasında bir fırsat vardır.,tr
Her zorluğun ortasında bir fırsat vardır. (detected),tr
"Hallo, hoe gaat het vandaag met je?",nl
"hallo, hoe gaat het vandaag met je?",nl
"HALLO, HOE GAAT HET VANDAAG MET JE?",nl
"Hallo, hoe gaat het vandaag met je?",nl
"Hallo, hoe gaat het vandaag met je!",nl
"Hallo, hoe gaat het vandaag met je?",nl
"Hallo, hoe gaat het vandaag met je?.",nl
"Hallo, hoe gaat het vandaag met je?!",nl
"Hallo, hoe gaat h",nl
et vandaag met je?,nl
"  Hallo, hoe gaat het vandaag met je?  ",nl
"Hallo,  hoe  gaat  het  vandaag  met  je?",nl
"User: Hallo, hoe gaat het vandaag met je?",nl
"Hallo, hoe gaat het vandaag met je? (detected)",nl
"Het weer is heel mooi vandaag, nietwaar?",nl
"het weer is heel mooi vandaag, nietwaar?",nl
"HET WEER IS HEEL MOOI VANDAAG, NIETWAAR?",nl
"Het weer is heel mooi vandaag, nietwaar?",nl
"Het weer is heel mooi vandaag, nietwaar!",nl
"Het weer is heel mooi vandaag, nietwaar?",nl
"Het weer is heel mooi vandaag, nietwaar?.",nl
"Het weer is heel mooi vandaag, nietwaar?!",nl
Het weer is heel moo,nl
"i vandaag, nietwaar?",nl
"  Het weer is heel mooi vandaag, nietwaar?  ",nl
"Het  weer  is  heel  mooi  vandaag,  nietwaar?",nl
"User: Het weer is heel mooi vandaag, nietwaar?",nl
"Het weer is heel mooi vandaag, nietwaar? (detected)",nl
"Ik zou graag een grote koffie bestellen, alsjeblieft.",nl
"ik zou graag een grote koffie bestellen, alsjeblieft.",nl
"IK ZOU GRAAG EEN GROTE KOFFIE BESTELLEN, ALSJEBLIEFT.",nl
"Ik zou graag een grote koffie bestellen, alsjeblieft.",nl
"Ik zou graag een grote koffie bestellen, alsjeblieft.",nl
"Ik zou graag een grote koffie bestellen, alsjeblieft...",nl
"Ik zou graag een grote koffie bestellen, alsjeblieft..",nl
"Ik zou graag een grote koffie bestellen, alsjeblieft.!",nl
Ik zou graag een grote kof,nl
"fie bestellen, alsjeblieft.",nl
"  Ik zou graag een grote koffie bestellen, alsjeblieft.  ",nl
"Ik  zou  graag  een  grote  koffie  bestellen,  alsjeblieft.",nl
"User: Ik zou graag een grote koffie bestellen, alsjeblieft.",nl
"Ik zou graag een grote koffie bestellen, alsjeblieft. (detected)",nl
Waar is het dichtstbijzijnde treinstation?,nl
waar is het dichtstbijzijnde treinstation?,nl
WAAR IS HET DICHTSTBIJZIJNDE TREINSTATION?,nl
Waar is het dichtstbijzijnde treinstation?,nl
Waar is het dichtstbijzijnde treinstation!,nl
Waar is het dichtstbijzijnde treinstation?,nl
Waar is het dichtstbijzijnde treinstation?.,nl
Waar is het dichtstbijzijnde treinstation?!,nl
Waar is het dichtstbi,nl
jzijnde treinstation?,nl
  Waar is het dichtstbijzijnde treinstation?  ,nl
Waar  is  het  dichtstbijzijnde  treinstation?,nl
User: Waar is het dichtstbijzijnde treinstation?,nl
Waar is het dichtstbijzijnde treinstation? (detected),nl
Kunstmatige intelligentie verandert de wereld.,nl
kunstmatige intelligentie verandert de wereld.,nl
KUNSTMATIGE INTELLIGENTIE VERANDERT DE WERELD.,nl
Kunstmatige intelligentie verandert de wereld.,nl
Kunstmatige intelligentie verandert de wereld.,nl
Kunstmatige intelligentie verandert de wereld...,nl
Kunstmatige intelligentie verandert de wereld..,nl
Kunstmatige intelligentie verandert de wereld.!,nl
Kunstmatige intelligent,nl
ie verandert de wereld.,nl
  Kunstmatige intelligentie verandert de wereld.  ,nl
Kunstmatige  intelligentie  verandert  de  wereld.,nl
User: Kunstmatige intelligentie verandert de wereld.,nl
Kunstmatige intelligentie verandert de wereld. (detected),nl
Fijn weekend allemaal!,nl
fijn weekend allemaal!,nl
FIJN WEEKEND ALLEMAAL!,nl
Fijn weekend allemaal!,nl
Fijn weekend allemaal!,nl
Fijn weekend allemaal!,nl
Fijn weekend allemaal!.,nl
Fijn weekend allemaal!!,nl
Fijn weeken,nl
d allemaal!,nl
  Fijn weekend allemaal!  ,nl
Fijn  weekend  allemaal!,nl
User: Fijn weekend allemaal!,nl
Fijn weekend allemaal! (detected),nl
Ik hou ervan om nieuwe programmeertalen te leren.,nl
ik hou ervan om nieuwe programmeertalen te leren.,nl
IK HOU ERVAN OM NIEUWE PROGRAMMEERTALEN TE LEREN.,nl
Ik hou ervan om nieuwe programmeertalen te leren.,nl
Ik hou ervan om nieuwe programmeertalen te leren.,nl
Ik hou ervan om nieuwe programmeertalen te leren...,nl
Ik hou ervan om nieuwe programmeertalen te leren..,nl
Ik hou ervan om nieuwe programmeertalen te leren.!,nl
Ik hou ervan om nieuwe p,nl
rogrammeertalen te leren.,nl
  Ik hou ervan om nieuwe programmeertalen te leren.  ,nl
Ik  hou  ervan  om  nieuwe  programmeertalen  te  leren.,nl
User: Ik hou ervan om nieuwe programmeertalen te leren.,nl
Ik hou ervan om nieuwe programmeertalen te leren. (detected),nl
Kun je me helpen met deze taak?,nl
kun je me helpen met deze taak?,nl
KUN JE ME HELPEN MET DEZE TAAK?,nl
Kun je me helpen met deze taak?,nl
Kun je me helpen met deze taak!,nl
Kun je me helpen met deze taak?,nl
Kun je me helpen met deze taak?.,nl
Kun je me helpen met deze taak?!,nl
Kun je me helpe,nl
n met deze taak?,nl
  Kun je me helpen met deze taak?  ,nl
Kun  je  me  helpen  met  deze  taak?,nl
User: Kun je me helpen met deze taak?,nl
Kun je me helpen met deze taak? (detected),nl
Tot later bij de vergadering.,nl
tot later bij de vergadering.,nl
TOT LATER BIJ DE VERGADERING.,nl
Tot later bij de vergadering.,nl
Tot later bij de vergadering.,nl
Tot later bij de vergadering...,nl
Tot later bij de vergadering..,nl
Tot later bij de vergadering.!,nl
Tot later bij ,nl
de vergadering.,nl
  Tot later bij de vergadering.  ,nl
Tot  later  bij  de  vergadering.,nl
User: Tot later bij de vergadering.,nl
Tot later bij de vergadering. (detected),nl
Water is essentieel voor het leven.,nl
water is essentieel voor het leven.,nl
WATER IS ESSENTIEEL VOOR HET LEVEN.,nl
Water is essentieel voor het leven.,nl
Water is essentieel voor het leven.,nl
Water is essentieel voor het leven...,nl
Water is essentieel voor het leven..,nl
Water is essentieel voor het leven.!,nl
Water is essentie,nl
el voor het leven.,nl
  Water is essentieel voor het leven.  ,nl
Water  is  essentieel  voor  het  leven.,nl
User: Water is essentieel voor het leven.,nl
Water is essentieel voor het leven. (detected),nl
De snelle bruine vos springt over de luie hond.,nl
de snelle bruine vos springt over de luie hond.,nl
DE SNELLE BRUINE VOS SPRINGT OVER DE LUIE HOND.,nl
De snelle bruine vos springt over de luie hond.,nl
De snelle bruine vos springt over de luie hond.,nl
De snelle bruine vos springt over de luie hond...,nl
De snelle bruine vos springt over de luie hond..,nl
De snelle bruine vos springt over de luie hond.!,nl
De snelle bruine vos sp,nl
ringt over de luie hond.,nl
  De snelle bruine vos springt over de luie hond.  ,nl
De  snelle  bruine  vos  springt  over  de  luie  hond.,nl
User: De snelle bruine vos springt over de luie hond.,nl
De snelle bruine vos springt over de luie hond. (detected),nl
"Succes is niet definitief, falen is niet fataal.",nl
"succes is niet definitief, falen is niet fataal.",nl
"SUCCES IS NIET DEFINITIEF, FALEN IS NIET FATAAL.",nl
"Succes is niet definitief, falen is niet fataal.",nl
"Succes is niet definitief, falen is niet fataal.",nl
"Succes is niet definitief, falen is niet fataal...",nl
"Succes is niet definitief, falen is niet fataal..",nl
"Succes is niet definitief, falen is niet fataal.!",nl
Succes is niet definitie,nl
"f, falen is niet fataal.",nl
"  Succes is niet definitief, falen is niet fataal.  ",nl
"Succes  is  niet  definitief,  falen  is  niet  fataal.",nl
"User: Succes is niet definitief, falen is niet fataal.",nl
"Succes is niet definitief, falen is niet fataal. (detected)",nl
"To be or not to be, dat is de vraag.",nl
"to be or not to be, dat is de vraag.",nl
"TO BE OR NOT TO BE, DAT IS DE VRAAG.",nl
"To be or not to be, dat is de vraag.",nl
"To be or not to be, dat is de vraag.",nl
"To be or not to be, dat is de vraag...",nl
"To be or not to be, dat is de vraag..",nl
"To be or not to be, dat is de vraag.!",nl
To be or not to be,nl
", dat is de vraag.",nl
"  To be or not to be, dat is de vraag.  ",nl
"To  be  or  not  to  be,  dat  is  de  vraag.",nl
"User: To be or not to be, dat is de vraag.",nl
"To be or not to be, dat is de vraag. (detected)",nl
Ik werk momenteel aan een deep learning-project.,nl
ik werk momenteel aan een deep learning-project.,nl
IK WERK MOMENTEEL AAN EEN DEEP LEARNING-PROJECT.,nl
Ik werk momenteel aan een deep learning-project.,nl
Ik werk momenteel aan een deep learning-project.,nl
Ik werk momenteel aan een deep learning-project...,nl
Ik werk momenteel aan een deep learning-project..,nl
Ik werk momenteel aan een deep learning-project.!,nl
Ik werk momenteel aan ee,nl
n deep learning-project.,nl
  Ik werk momenteel aan een deep learning-project.  ,nl
Ik  werk  momenteel  aan  een  deep  learning-project.,nl
User: Ik werk momenteel aan een deep learning-project.,nl
Ik werk momenteel aan een deep learning-project. (detected),nl
Zou je willen gaan wandelen in het park?,nl
zou je willen gaan wandelen in het park?,nl
ZOU JE WILLEN GAAN WANDELEN IN HET PARK?,nl
Zou je willen gaan wandelen in het park?,nl
Zou je willen gaan wandelen in het park!,nl
